iter	RMSE
587	867.659005
588	867.3677857
589	867.1976982
590	867.0184919
591	866.6741097
592	866.4147229
593	866.2136382
594	865.9580052
595	865.824336
596	865.6804675
597	865.6176252
598	865.2731827
599	864.9609577
600	864.8344501
601	864.6464791
602	864.3803322
603	864.1427551
604	863.857808
605	863.6048678
606	863.4453585
607	863.1749593
608	862.6937349
609	862.4179641
610	862.225349
611	862.0244507
612	861.914967
613	861.8018058
614	861.6429757
615	861.2421666
616	861.1284569
617	860.9234808
618	860.6783333
619	860.5040881
620	860.3395011
621	860.0406537
622	859.8224007
623	859.6767742
624	859.5143524
625	859.3365313
626	859.1005693
627	858.8597398
628	858.5534706
629	858.335102
630	857.9776755
631	857.5876206
632	857.4268287
633	857.192794
634	856.9478686
635	856.7420188
636	856.5007667
637	856.2958738
638	855.9796267
639	855.7378084
640	855.5530625
641	855.4012227
642	855.2604431
643	855.1334634
644	854.8135568
645	854.6130133
646	854.4362234
647	854.2488978
648	854.0508838
649	853.7193507
650	853.4301216
651	853.1099497
652	852.7802776
653	852.5991843
654	852.4401066
655	852.1161206
656	851.9743801
657	851.8157743
658	851.6245374
659	851.3381527
660	851.2490682
661	851.0489684
662	850.848559
663	850.5471122
664	850.3344772
665	850.0510418
666	849.7754526
667	849.4721176
668	849.2519135
669	848.9905517
670	848.8757892
671	848.6520897
672	848.3565944
673	848.1825952
674	848.0097693
675	847.7346458
676	847.4412036
677	847.2010219
678	847.0737068
679	846.9131953
680	846.5526818
681	846.4872229
682	846.2037502
683	845.9922808
684	845.762486
685	845.7005177
686	845.5656239
687	845.3959805
688	845.0091858
689	844.7038018
690	844.3945467
691	844.1426337
692	844.0054209
693	843.8344357
694	843.6976484
695	843.4087097
696	843.1655718
697	842.9497412
698	842.7730247
699	842.4807065
700	842.327663
701	842.1546362
702	841.8064841
703	841.461952
704	841.3207423
705	841.1363249
706	840.946447
707	840.7601573
708	840.4665818
709	840.0147138
710	839.6712459
711	839.4653511
712	839.357286
713	839.0716906
714	838.973893
715	838.7572006
716	838.5898581
717	838.4708648
718	838.3035048
719	838.2371789
720	838.0836737
721	837.9244837
722	837.5592728
723	837.3095219
724	837.0810565
725	836.8931758
726	836.7913342
727	836.6253018
728	836.4670629
729	836.2451108
730	836.0396348
731	835.7987749
732	835.5522155
733	835.4333349
734	835.2997678
735	835.0937903
736	834.8642376
737	834.6670416
738	834.5404615
739	834.3069318
740	834.0786769
741	833.8564743
742	833.7211316
743	833.5187404
744	833.3651606
745	833.1900801
746	832.978051
747	832.7376246
748	832.5450783
749	832.2862252
750	832.126106
751	831.9597856
752	831.7378501
753	831.5383145
754	831.1761242
755	830.945355
756	830.6905112
757	830.4273978
758	830.0881064
759	829.8860217
760	829.7079178
761	829.4084584
762	829.1728813
763	828.9551461
764	828.8314051
765	828.68103
766	828.3927973
767	828.3043892
768	828.0650467
769	827.9259275
770	827.5966429
771	827.4376273
772	827.2248514
773	827.0767801
774	826.7414613
775	826.4472945
776	826.2711022
777	826.120602
778	825.8669281
779	825.5950719
780	825.301453
781	825.0816653
782	824.8357683
783	824.7166574
784	824.4930703
785	824.2894067
786	824.1444071
787	823.7536382
788	823.5447403
789	823.2902869
790	823.0074789
791	822.8881441
792	822.7605498
793	822.4438726
794	822.219605
795	822.1239237
796	821.9458013
797	821.7344206
798	821.4377431
799	821.2517461
800	820.9754545
801	820.7121486
802	820.5508613
803	820.3664081
804	820.2048734
805	820.0441842
806	819.8147107
807	819.6465945
808	819.4964186
809	819.3444692
810	819.1268035
811	818.9382793
812	818.7618356
813	818.6300484
814	818.337795
815	818.2151331
816	818.0404202
817	817.8409606
818	817.7009749
819	817.5070029
820	817.3403882
821	817.141008
822	816.913717
823	816.6374788
824	816.4106779
825	816.1157636
826	815.9008931
827	815.6888569
828	815.4838183
829	815.2650725
830	815.0988893
831	814.8765535
832	814.7203693
833	814.6660917
834	814.4752896
835	814.2191965
836	814.0093028
837	813.7428761
838	813.5143146
839	813.3354198
840	813.1650775
841	812.956511
842	812.8014702
843	812.697489
844	812.5241449
845	812.4031073
846	812.2122
847	811.9349433
848	811.6916234
849	811.4809757
850	811.2730059
851	811.1204358
852	811.0412398
853	810.8552611
854	810.6873128
855	810.5328978
856	810.4057353
857	810.1759214
858	809.963387
859	809.8015522
860	809.631707
861	809.548303
862	809.4273695
863	809.2504302
864	808.918577
865	808.7297345
866	808.5280109
867	808.1378371
868	807.9727196
869	807.7745499
870	807.6560507
871	807.4309943
872	807.1477306
873	807.0076668
874	806.7349706
875	806.590901
876	806.4480503
877	806.3249379
878	806.1094761
879	805.915545
880	805.7504309
881	805.6190091
882	805.4583916
883	805.3190112
884	805.1344858
885	804.8416895
886	804.5570786
887	804.3671834
888	804.188078
889	803.9374078
890	803.7630631
891	803.5582298
892	803.4440197
893	803.30065
894	803.1432173
895	802.9856039
896	802.8153955
897	802.5655486
898	802.2985175
899	802.0691842
900	801.8182126
901	801.6377364
902	801.3426425
903	801.1844357
904	801.0115884
905	800.7609146
906	800.5337643
907	800.3527744
908	800.1046124
909	799.9542965
910	799.7939889
911	799.5842191
912	799.4999235
913	799.2912013
914	799.1577038
915	798.894947
916	798.841699
917	798.6586569
918	798.4726968
919	798.3194841
920	798.0457499
921	797.8608335
922	797.7738021
923	797.6257488
924	797.5251509
925	797.3747743
926	797.110968
927	796.7518771
928	796.5053322
929	796.2831094
930	796.1185198
931	795.9714541
932	795.704945
933	795.5142334
934	795.3731512
935	795.1876437
936	794.8988629
937	794.8170127
938	794.6541122
939	794.4586369
940	794.3517923
941	794.1883133
942	793.9727076
943	793.8554036
944	793.6111275
945	793.2492798
946	793.0663223
947	792.8339228
948	792.5740821
949	792.2800367
950	792.096423
951	791.9210841
952	791.6978879
953	791.5453886
954	791.2465029
955	791.0812129
956	790.794695
957	790.6352492
958	790.4974976
959	790.3288264
960	790.1182829
961	789.9212795
962	789.7496104
963	789.6437044
964	789.4539206
965	789.3341031
966	789.083371
967	788.9060123
968	788.7901787
969	788.7012971
970	788.5516686
971	788.2764701
972	788.1097479
973	787.9565961
974	787.7300446
975	787.5995884
976	787.3918834
977	787.2423319
978	787.1188873
979	786.993061
980	786.8181415
981	786.6473093
982	786.4315287
983	786.1436633
984	785.9534517
985	785.6769145
986	785.4603517
987	785.2703555
988	785.2092992
989	784.858626
990	784.8064306
991	784.6384324
992	784.4290928
993	784.2996714
994	784.2167921
995	784.1008882
996	783.9245025
997	783.7585086
998	783.6292628
999	783.4878421
